session_id,customer_id,session_date,traffic_source,pages_viewed,session_duration_sec,converted
36482,1695,2024-06-09,Paid,7,29,0
36483,5268,2024-05-25,Email,4,1043,0
36484,9763,2024-07-08,Paid,7,25,0
36485,10083,2023-10-10,Paid,4,539,0
36486,11814,2023-05-20,Paid,4,50,0
36487,5299,2023-11-12,Organic,6,176,1
36488,7124,2024-07-04,Paid,3,237,0
36489,9338,2024-02-23,Email,6,95,0
36490,5671,2024-09-30,Email,4,177,0
36491,10832,2024-07-03,Organic,6,9,0
36492,11673,2023-03-09,Social,4,35,0
36493,6915,2024-04-07,Social,4,201,1
36494,3813,2024-03-04,Organic,5,326,0
36495,8196,2024-02-01,Email,5,161,0
36496,938,2024-02-12,Organic,1,385,0
36497,10582,2024-08-06,Email,4,14,0
36498,8839,2024-09-03,Social,8,263,0
36499,8417,2024-04-14,Email,7,199,0
36500,498,2023-04-06,Paid,3,115,0
36501,1342,2023-01-06,Paid,3,626,0
36502,10001,2023-10-05,Paid,4,308,0
36503,10728,2024-10-14,Social,5,436,0
36504,7058,2024-09-26,Organic,5,76,0
36505,9885,2023-09-29,Paid,8,115,0
36506,5045,2024-02-07,Social,7,170,0
36507,1597,2024-02-17,Social,5,727,0
36508,9239,2023-04-10,Paid,3,107,0
36509,3384,2024-02-04,Organic,8,34,0
36510,3147,2023-11-24,Email,4,337,0
36511,2134,2024-03-31,Organic,0,241,0
36512,4328,2023-06-22,Paid,7,1414,0
36513,1524,2024-11-06,Organic,7,309,0
36514,10040,2024-03-28,Paid,4,202,0
36515,6761,2024-01-28,Organic,3,314,1
36516,3408,2024-10-14,Paid,6,15,0
36517,6822,2023-10-22,Email,3,227,1
36518,1854,2023-08-21,Paid,3,543,0
36519,10221,2023-02-17,Organic,3,653,0
36520,2013,2023-01-13,Paid,3,110,0
36521,9027,2023-12-17,Email,4,59,0
36522,5081,2024-11-20,Organic,11,24,1
36523,9776,2024-05-31,Social,3,241,0
36524,3291,2024-10-01,Organic,1,88,0
36525,7457,2024-06-12,Social,2,92,0
36526,6403,2023-12-06,Paid,4,436,0
36527,2221,2023-08-14,Organic,4,202,0
36528,912,2023-07-16,Organic,4,488,0
36529,128,2024-08-18,Paid,7,243,1
36530,738,2024-02-27,Organic,6,975,0
36531,10281,2023-02-15,Paid,6,294,0
36532,130,2023-12-28,Organic,4,331,0
36533,9307,2023-06-23,Social,8,79,1
36534,7674,2024-11-25,Social,7,192,0
36535,9673,2023-07-09,Social,6,121,1
36536,6669,2023-12-28,Email,6,44,0
36537,8578,2023-01-01,Organic,3,316,0
36538,7866,2024-07-21,Paid,5,331,0
36539,4910,2024-03-08,Paid,5,139,0
36540,10803,2024-09-23,Organic,3,227,0
36541,2984,2023-10-15,Paid,6,948,0
36542,11879,2023-01-17,Email,5,192,0
36543,8795,2023-08-02,Social,6,1032,1
36544,11612,2024-07-06,Email,4,25,1
36545,2603,2024-09-11,Paid,6,151,0
36546,468,2023-06-18,Email,5,145,1
36547,1510,2023-08-19,Paid,9,169,0
36548,8905,2024-04-26,Organic,5,202,0
36549,6635,2024-07-06,Social,5,21,0
36550,10659,2023-01-07,Organic,6,247,0
36551,11664,2023-01-30,Email,4,4,0
36552,2832,2024-07-10,Email,8,304,0
36553,5039,2024-02-25,Social,7,243,1
36554,8512,2024-08-12,Email,5,20000,1
36555,10312,2023-09-28,Social,8,785,0
36556,8827,2024-07-17,Email,7,138,0
36557,5160,2024-03-12,Social,4,32,0
36558,9250,2024-03-08,Social,2,140,0
36559,2031,2023-06-27,Organic,4,36,0
36560,11639,2024-07-22,Email,8,257,0
36561,75,2024-04-10,Social,7,268,1
36562,3020,2024-09-24,Organic,3,1161,0
36563,1167,2023-12-18,Paid,5,85,0
36564,3098,2023-02-06,Paid,9,215,0
36565,11517,2024-09-27,Organic,7,138,0
36566,6708,2023-01-26,Organic,6,324,0
36567,6016,2024-06-16,Organic,4,129,0
36568,8146,2023-12-17,Social,7,444,0
36569,6121,2024-11-30,Social,5,39,0
36570,56,2023-12-13,Organic,9,35,0
36571,551,2024-01-14,Paid,8,331,0
36572,11769,2024-08-02,Paid,3,24,0
36573,10307,2024-08-10,Email,3,9,0
36574,10137,2023-11-01,Social,1,777,0
36575,4681,2023-05-14,Social,2,49,0
36576,11974,2023-04-03,Email,1,387,0
36577,2783,2023-11-15,Email,7,209,0
36578,1882,2023-10-31,Email,2,99,0
36579,2776,2023-03-18,Paid,6,149,1
36580,6167,2023-03-29,Paid,5,129,0
36581,1686,2023-11-26,Email,4,45,0
36582,8725,2024-02-27,Email,3,200,0
36583,6878,2024-03-25,Social,2,439,0
36584,7473,2023-03-01,Organic,4,68,0
36585,8446,2023-11-27,Email,7,0,0
36586,11881,2023-12-06,Paid,7,294,0
36587,4003,2024-03-17,Organic,3,84,0
36588,4323,2024-06-02,Paid,6,39,0
36589,9038,2023-09-13,Social,3,296,0
36590,2564,2023-11-05,Paid,5,14,0
36591,7187,2024-10-01,Social,8,12,0
36592,2550,2024-04-30,Social,3,109,0
36593,9014,2023-11-13,Social,6,177,0
36594,6831,2023-05-26,Social,3,99,0
36595,7327,2024-06-25,Organic,3,492,0
36596,10288,2024-08-05,Email,8,175,1
36597,10402,2023-12-22,Email,6,237,0
36598,11112,2024-06-24,Organic,7,336,0
36599,11623,2023-06-21,Paid,5,58,0
36600,9106,2024-09-14,Social,7,572,0
36601,1610,2023-01-31,Social,3,174,0
36602,4303,2023-02-24,Email,3,1,0
36603,282,2023-12-04,Organic,3,232,0
36604,9371,2023-08-19,Organic,5,99,1
36605,9338,2024-09-16,Social,6,471,0
36606,5832,2023-10-14,Social,3,289,0
36607,199,2023-01-11,Email,2,164,0
36608,4162,2023-12-24,Paid,5,17,0
36609,8709,2023-03-01,Social,7,164,0
36610,1916,2023-11-27,Organic,7,74,0
36611,6883,2024-02-29,Paid,5,230,1
36612,3796,2023-06-09,Paid,7,259,0
36613,1446,2023-03-07,Paid,4,613,0
36614,10180,2024-03-04,Email,2,100,0
36615,11688,2024-07-08,Paid,5,140,0
36616,9242,2023-04-23,Paid,5,50,0
36617,6368,2024-02-08,Email,4,410,0
36618,6033,2024-08-03,Organic,4,259,0
36619,5412,2023-11-04,Organic,6,289,0
36620,4747,2023-02-17,Social,4,458,0
36621,5185,2024-08-15,Social,9,131,0
36622,1387,2023-07-10,Social,2,70,0
36623,8717,2024-11-14,Organic,7,99,0
36624,10588,2024-10-28,Organic,9,161,0
36625,4898,2024-01-06,Organic,1,124,0
36626,2630,2024-01-06,Organic,5,57,0
36627,5817,2023-08-28,Organic,5,325,0
36628,5510,2023-07-30,Paid,5,271,0
36629,10568,2023-10-28,Social,7,288,0
36630,7374,2023-11-11,Social,8,3,1
36631,4489,2024-07-07,Paid,3,366,0
36632,10173,2024-11-08,Organic,3,172,0
36633,5557,2024-05-10,Email,11,270,0
36634,8040,2023-09-07,Organic,6,912,0
36635,160,2023-09-09,Social,6,339,0
36636,7919,2024-01-18,Social,4,74,0
36637,6415,2024-08-30,Email,7,25,0
36638,9824,2024-08-31,Paid,8,90,0
36639,11398,2024-11-23,Organic,1,45,0
36640,6154,2023-04-29,Social,6,66,0
36641,9928,2023-05-21,Email,7,85,0
36642,3435,2024-07-11,Organic,7,223,0
36643,589,2024-01-27,Organic,4,20000,0
36644,11366,2023-10-18,Paid,4,405,0
36645,1681,2023-07-07,Email,4,813,0
36646,8932,2023-01-23,Organic,4,398,1
36647,4996,2023-03-22,Paid,6,76,0
36648,6977,2023-12-14,Email,9,35,0
36649,7461,2024-05-19,Organic,4,122,0
36650,3403,2023-03-04,Paid,6,188,0
36651,1668,2024-10-28,Organic,6,145,0
36652,647,2024-02-13,Email,6,2,0
36653,1461,2024-11-23,Social,6,96,0
36654,5731,2024-07-06,Email,2,1207,1
36655,10126,2023-06-08,Organic,3,4,0
36656,3094,2023-03-18,Organic,4,23,0
36657,11602,2024-10-09,Email,4,167,0
36658,2902,2024-02-11,Social,5,288,1
36659,10782,2024-05-03,Organic,2,460,0
36660,10572,2023-03-28,Social,5,772,0
36661,11037,2023-11-24,Email,1,781,0
36662,4092,2023-04-16,Paid,7,26,0
36663,4179,2024-09-09,Organic,7,247,0
36664,8440,2024-11-15,Social,3,337,0
36665,3059,2024-09-28,Paid,1,120,1
36666,2384,2024-10-07,Paid,5,247,0
36667,10245,2024-11-06,Paid,3,101,0
36668,550,2023-03-31,Email,4,424,0
36669,10377,2023-07-26,Paid,3,327,0
36670,4349,2023-02-04,Email,10,381,0
36671,5195,2023-02-03,Email,2,38,0
36672,7659,2023-04-05,Social,3,368,0
36673,7664,2023-03-25,Paid,4,306,0
36674,11024,2023-02-16,Organic,4,44,0
36675,958,2023-05-02,Email,5,170,0
36676,3693,2024-04-22,Social,7,352,0
36677,10635,2024-04-07,Social,2,89,0
36678,7598,2023-07-26,Email,5,344,0
36679,8410,2023-04-17,Paid,6,357,0
36680,1999,2024-10-27,Paid,7,179,0
36681,9697,2023-11-11,Organic,6,396,0
36682,6704,2023-07-03,Organic,6,101,0
36683,8822,2024-10-15,Paid,5,660,0
36684,11123,2024-09-21,Email,6,191,0
36685,5100,2023-11-06,Organic,7,22,0
36686,1184,2023-11-08,Paid,2,114,0
36687,10672,2024-05-17,Organic,8,1122,0
36688,8689,2024-05-10,Paid,6,289,0
36689,52,2024-04-04,Paid,6,506,0
36690,443,2024-09-01,Organic,4,483,0
36691,9606,2023-01-01,Paid,4,164,0
36692,5926,2023-01-27,Social,5,18,0
36693,6367,2023-03-03,Email,3,217,0
36694,10786,2023-10-01,Organic,6,403,0
36695,9324,2024-07-23,Email,3,70,0
36696,11354,2023-06-20,Social,5,282,0
36697,8352,2023-05-16,Email,4,833,0
36698,11164,2024-08-06,Paid,4,2072,0
36699,10410,2023-02-15,Social,5,80,1
36700,7352,2023-05-16,Paid,2,172,0
36701,5429,2024-01-19,Email,3,643,0
36702,3395,2024-06-05,Organic,5,125,0
36703,3191,2024-08-11,Social,2,21,0
36704,9335,2023-08-02,Email,9,71,1
36705,7121,2023-01-27,Organic,7,160,0
36706,10277,2023-01-02,Organic,8,546,0
36707,3812,2023-05-08,Paid,4,232,1
36708,8047,2023-08-31,Email,6,207,0
36709,9569,2024-10-22,Organic,1,576,0
36710,7110,2023-07-27,Email,6,207,0
36711,5511,2024-08-12,Social,11,0,0
36712,6172,2024-11-30,Social,6,179,0
36713,8779,2024-01-31,Organic,2,219,0
36714,7062,2023-03-09,Email,6,139,0
36715,8785,2023-11-16,Social,3,21,0
36716,3145,2024-07-18,Email,5,409,0
36717,8670,2024-04-11,Paid,12,53,0
36718,7644,2023-09-26,Organic,2,0,0
36719,9682,2024-04-21,Social,4,188,0
36720,7729,2023-01-14,Email,5,728,0
36721,2764,2023-11-25,Organic,5,200,0
36722,3021,2023-02-19,Paid,5,146,0
36723,6007,2024-03-07,Paid,3,165,0
36724,8178,2024-02-01,Email,1,174,0
36725,6056,2024-01-10,Email,4,106,0
36726,1418,2023-10-22,Social,7,169,0
36727,4630,2024-07-10,Social,6,289,0
36728,2713,2023-07-20,Paid,5,308,0
36729,7541,2024-07-17,Social,2,10,0
36730,3354,2024-04-19,Social,4,35,0
36731,6681,2024-07-06,Email,4,63,0
36732,10862,2024-08-25,Organic,4,191,0
36733,6438,2024-08-22,Social,3,53,0
36734,10375,2023-06-26,Organic,5,155,0
36735,7734,2023-08-31,Paid,0,1136,0
36736,515,2024-11-30,Social,5,95,0
36737,553,2023-12-21,Paid,2,91,0
36738,3606,2023-07-23,Social,5,15,0
36739,10745,2023-09-26,Social,5,56,0
36740,2462,2023-01-11,Paid,6,213,0
36741,3062,2024-01-18,Social,2,43,0
36742,3690,2023-08-30,Paid,5,214,0
36743,8974,2024-03-25,Social,2,363,0
36744,9161,2024-03-28,Organic,7,684,1
36745,11750,2023-08-06,Organic,1,253,1
36746,8623,2023-08-02,Social,4,574,0
36747,10115,2024-01-06,Email,3,664,0
36748,2118,2023-06-29,Email,7,106,0
36749,5161,2024-11-16,Organic,3,1152,0
36750,9136,2023-04-10,Paid,6,1078,1
36751,6867,2024-07-18,Social,6,167,1
36752,11548,2023-05-15,Social,4,177,0
36753,6081,2024-03-17,Paid,4,324,0
36754,11427,2023-01-12,Paid,5,169,0
36755,3621,2024-01-11,Organic,4,153,0
36756,8818,2024-10-09,Social,4,729,0
36757,2721,2023-05-17,Social,6,217,0
36758,5848,2023-07-22,Email,6,6,0
36759,81,2024-07-19,Email,2,76,0
36760,5267,2024-01-30,Email,4,3,0
36761,7994,2023-09-30,Paid,7,16,0
36762,2099,2023-11-02,Social,8,169,0
36763,3243,2024-10-29,Paid,6,257,1
36764,5253,2023-09-09,Social,4,285,0
36765,2498,2023-11-01,Paid,11,99,0
36766,11434,2023-06-14,Email,8,379,0
36767,4137,2024-10-11,Social,6,730,0
36768,630,2024-08-07,Email,4,250,0
36769,4012,2024-04-08,Email,4,418,0
36770,9504,2023-07-07,Paid,6,229,1
36771,3591,2024-10-10,Email,5,230,0
36772,4896,2023-06-19,Paid,2,415,0
36773,7737,2023-01-28,Organic,5,167,0
36774,7295,2023-12-28,Paid,6,1034,0
36775,1858,2023-11-03,Email,10,104,0
36776,8937,2024-11-23,Email,4,39,0
36777,3080,2024-03-17,Paid,7,553,0
36778,7386,2023-05-29,Organic,5,149,0
36779,752,2023-03-21,Organic,4,1043,0
36780,9112,2024-02-23,Social,2,713,0
36781,6458,2024-09-29,Social,7,1135,0
36782,2907,2023-08-02,Email,3,161,0
36783,4971,2023-04-27,Social,6,106,0
36784,10319,2024-02-13,Paid,5,909,0
36785,4544,2024-10-01,Organic,6,43,0
36786,9661,2023-12-11,Paid,5,716,0
36787,4837,2024-06-30,Email,5,160,0
36788,3223,2024-11-20,Paid,13,206,0
36789,5684,2023-03-04,Organic,0,22,0
36790,3239,2023-10-02,Email,2,83,0
36791,10823,2023-12-09,Social,9,986,0
36792,9601,2024-11-21,Organic,6,307,0
36793,2626,2023-06-25,Email,1,737,0
36794,2039,2023-12-24,Organic,4,82,0
36795,1195,2023-03-28,Social,5,19,0
36796,11384,2024-02-04,Social,4,300,0
36797,10951,2024-05-12,Organic,4,461,0
36798,10520,2023-04-10,Organic,6,412,0
36799,4733,2023-01-18,Paid,4,14,0
36800,1704,2024-06-13,Paid,7,5,0
36801,11059,2023-06-12,Social,3,37,0
36802,6035,2024-01-02,Organic,6,198,0
36803,11529,2024-06-26,Paid,6,2,0
36804,7972,2024-07-14,Paid,4,221,0
36805,2721,2023-01-05,Paid,4,135,0
36806,10021,2023-06-12,Paid,6,45,0
36807,11283,2023-06-09,Organic,4,3,0
36808,2020,2023-08-29,Email,8,147,0
36809,1318,2024-01-31,Social,9,139,0
36810,1946,2024-10-14,Email,4,297,0
36811,5732,2024-04-23,Social,5,646,0
36812,1969,2024-08-27,Paid,8,936,0
36813,5996,2024-01-06,Paid,4,427,0
36814,6354,2024-04-15,Paid,4,420,0
36815,3376,2024-03-05,Paid,3,482,0
36816,3976,2024-11-13,Paid,6,153,0
36817,2785,2023-05-18,Paid,5,88,0
36818,11707,2024-04-27,Organic,7,146,0
36819,10734,2024-06-11,Paid,5,669,0
36820,3343,2024-04-02,Organic,8,142,0
36821,3001,2024-01-30,Organic,5,409,0
36822,823,2024-05-30,Email,7,30,0
36823,873,2023-12-03,Social,8,509,0
36824,3620,2023-11-05,Email,3,282,1
36825,5240,2023-09-15,Paid,4,104,0
36826,7425,2023-09-16,Social,8,361,0
36827,2411,2023-02-27,Paid,7,310,1
36828,4511,2023-03-08,Paid,6,278,0
36829,6428,2024-05-17,Organic,6,80,0
36830,11034,2024-02-14,Paid,8,409,0
36831,4765,2024-09-22,Email,5,229,0
36832,3558,2023-02-18,Email,7,294,0
36833,5293,2023-07-18,Email,5,524,0
36834,3247,2024-01-16,Social,3,152,0
36835,7178,2024-01-25,Email,3,54,0
36836,5792,2024-01-29,Email,5,334,0
36837,4533,2024-08-17,Email,8,16,0
36838,6138,2024-10-02,Paid,4,105,0
36839,7470,2023-03-05,Social,3,61,0
36840,3105,2023-12-20,Social,4,34,0
36841,1519,2024-06-29,Email,2,84,0
36842,9092,2023-05-31,Email,8,643,0
36843,2,2023-07-06,Social,8,122,0
36844,10779,2024-11-02,Paid,8,14,0
36845,4252,2024-08-22,Paid,11,136,0
36846,11053,2023-03-04,Social,7,180,0
36847,9580,2023-02-10,Paid,7,1219,0
36848,3738,2023-07-27,Organic,4,214,0
36849,4589,2023-03-25,Paid,5,150,0
36850,8209,2024-06-14,Paid,4,209,0
36851,7865,2023-07-22,Paid,7,381,0
36852,4465,2023-10-28,Email,6,117,0
36853,5416,2023-07-23,Organic,4,105,0
36854,4017,2023-12-13,Email,4,116,0
36855,9206,2023-11-04,Organic,6,58,0
36856,4017,2023-09-22,Email,2,33,0
36857,6350,2024-05-04,Organic,4,900,0
36858,10068,2023-12-01,Paid,5,476,0
36859,3847,2023-01-10,Social,5,146,0
36860,7096,2023-03-05,Organic,3,720,0
36861,6262,2023-05-28,Paid,8,133,0
36862,3294,2023-01-19,Social,5,21,0
36863,11631,2023-11-14,Paid,3,165,0
36864,4149,2023-02-11,Email,4,349,0
36865,719,2024-05-10,Social,8,317,0
36866,8462,2024-08-06,Social,5,19,0
36867,4973,2023-06-22,Email,5,49,1
36868,4712,2023-02-04,Paid,6,352,0
36869,11843,2023-01-01,Email,10,74,0
36870,10020,2024-07-26,Paid,9,75,0
36871,10647,2024-08-28,Social,10,105,0
36872,9891,2023-07-07,Organic,7,74,0
36873,9081,2023-04-15,Paid,3,493,0
36874,5405,2023-12-26,Paid,7,1065,0
36875,5199,2023-11-26,Paid,8,26,0
36876,374,2024-08-11,Paid,4,416,0
36877,10528,2023-01-31,Paid,3,206,0
36878,11995,2023-03-18,Organic,5,819,0
36879,5024,2023-02-23,Paid,7,23,0
36880,4736,2023-08-08,Email,7,609,0
36881,8818,2023-07-24,Email,10,56,0
36882,2277,2024-01-16,Email,3,86,0
36883,8069,2023-03-15,Organic,7,87,0
36884,11559,2023-04-16,Organic,5,162,0
36885,227,2023-01-19,Organic,2,161,0
36886,11734,2024-10-01,Email,6,188,0
36887,4949,2024-04-07,Paid,7,161,0
36888,8813,2023-07-06,Social,6,125,0
36889,8906,2024-11-12,Paid,4,503,0
36890,9244,2023-12-31,Organic,6,534,0
36891,5008,2024-07-27,Paid,4,952,0
36892,9635,2024-03-12,Organic,3,201,0
36893,6132,2023-05-28,Social,3,178,0
36894,6633,2024-06-12,Paid,3,1198,0
36895,7934,2024-06-20,Social,3,312,0
36896,10821,2024-11-14,Email,6,247,0
36897,366,2023-05-25,Social,7,340,0
36898,7108,2024-04-13,Paid,4,4,0
36899,7122,2023-12-07,Social,4,477,0
36900,1392,2023-12-02,Organic,7,61,0
36901,11390,2024-06-24,Email,6,266,0
36902,6316,2023-05-01,Social,1,344,0
36903,1588,2023-10-24,Organic,3,567,0
36904,986,2023-09-08,Paid,8,10,0
36905,4384,2023-12-25,Email,3,137,0
36906,9586,2024-11-22,Social,2,29,0
36907,8799,2024-10-19,Organic,2,383,0
36908,2700,2023-08-20,Organic,6,22,1
36909,8827,2024-04-24,Organic,5,22,0
36910,11700,2023-04-24,Paid,6,37,0
36911,662,2024-05-08,Paid,9,748,0
36912,11607,2024-06-20,Social,3,4,0
36913,937,2023-11-19,Email,9,243,0
36914,962,2024-09-15,Social,4,225,0
36915,2383,2024-07-06,Email,4,650,0
36916,3435,2024-09-24,Paid,2,38,0
36917,4701,2024-02-10,Organic,2,121,0
36918,8166,2023-10-09,Paid,4,26,1
36919,11679,2024-11-03,Organic,5,90,0
36920,5748,2024-01-11,Organic,5,540,0
36921,4067,2023-05-17,Paid,3,34,1
36922,1012,2023-08-08,Organic,3,534,0
36923,8589,2024-03-20,Paid,5,36,0
36924,4074,2023-02-05,Social,7,41,0
36925,11631,2024-04-19,Social,5,131,0
36926,2440,2024-03-07,Paid,4,16,0
36927,3292,2023-01-13,Paid,5,148,0
36928,2415,2024-11-17,Paid,4,134,0
36929,4485,2023-02-20,Organic,3,557,0
36930,6294,2024-05-27,Paid,3,433,0
36931,8440,2024-03-03,Paid,5,224,0
36932,4820,2023-07-16,Social,2,669,0
36933,10199,2023-07-16,Organic,3,241,0
36934,10047,2024-03-04,Organic,1,52,0
36935,3619,2023-09-20,Paid,7,418,0
36936,5501,2023-02-14,Email,8,1146,0
36937,11713,2024-05-20,Social,5,56,0
36938,2867,2024-07-23,Social,3,35,0
36939,1184,2023-10-31,Email,4,280,0
36940,5414,2023-01-18,Organic,6,605,0
36941,9769,2024-09-02,Social,4,708,0
36942,2832,2023-09-05,Paid,4,284,0
36943,2262,2023-03-25,Social,9,371,0
36944,4993,2024-06-19,Organic,4,97,0
36945,11662,2023-05-19,Organic,4,539,0
36946,10689,2024-05-19,Social,7,410,0
36947,8495,2023-07-21,Paid,6,24,0
36948,2278,2023-04-21,Email,9,16,0
36949,7836,2023-08-20,Paid,8,469,0
36950,7756,2024-09-18,Paid,6,432,0
36951,3048,2024-03-23,Social,4,535,0
36952,5371,2023-09-25,Paid,3,9,0
36953,6400,2024-04-07,Organic,4,155,0
36954,8588,2023-05-18,Email,6,168,0
36955,3934,2023-06-15,Social,4,472,0
36956,9197,2024-06-15,Social,3,37,0
36957,2270,2023-11-15,Email,4,16,0
36958,3449,2023-05-22,Organic,4,42,0
36959,2488,2023-05-06,Paid,6,71,0
36960,1571,2024-07-14,Email,2,13,0
36961,5083,2023-12-23,Paid,4,111,0
36962,5806,2023-09-22,Social,6,16,0
36963,9925,2024-09-22,Social,4,255,0
36964,1043,2023-05-03,Email,7,37,0
36965,11806,2023-06-21,Social,5,234,0
36966,7030,2023-09-30,Email,5,64,0
36967,4372,2024-08-13,Email,2,425,0
36968,9972,2023-10-31,Organic,7,109,0
36969,1369,2024-05-03,Email,5,152,0
36970,933,2023-08-23,Email,1,73,0
36971,10796,2024-04-24,Paid,5,535,0
36972,5163,2024-03-21,Organic,1,104,0
36973,230,2023-10-30,Paid,2,513,0
36974,10288,2023-05-12,Paid,6,12,1
36975,11192,2024-03-09,Organic,3,20000,0
36976,5269,2024-01-05,Email,4,9,0
36977,7090,2024-10-12,Organic,4,533,0
36978,5407,2023-12-10,Paid,5,240,0
36979,9724,2023-08-29,Email,3,166,0
36980,2892,2023-07-27,Social,6,273,0
36981,10156,2024-11-07,Social,3,312,0
36982,4364,2023-01-03,Email,6,82,0
36983,2311,2023-08-14,Social,6,322,0
36984,4337,2023-09-04,Social,5,435,0
36985,5418,2023-12-31,Email,4,97,0
36986,2018,2024-04-03,Paid,4,20,0
36987,8169,2023-02-28,Paid,3,111,0
36988,11783,2024-02-29,Organic,4,593,0
36989,6813,2024-07-01,Email,4,131,0
36990,11280,2023-02-13,Email,6,18,0
36991,9685,2023-04-08,Social,8,195,0
36992,10491,2023-02-19,Email,3,419,1
36993,3441,2023-05-15,Paid,2,521,0
36994,6265,2024-10-29,Email,5,163,0
36995,6806,2023-11-15,Paid,6,469,0
36996,11416,2024-10-01,Social,6,759,0
36997,11348,2024-10-15,Email,4,181,0
36998,7022,2023-08-06,Social,4,33,0
36999,1575,2024-01-17,Paid,2,575,0
37000,5928,2023-11-08,Paid,8,274,0
37001,7095,2024-01-28,Paid,3,105,0
37002,334,2023-10-19,Social,3,236,0
37003,10563,2023-11-24,Paid,4,599,0
37004,6224,2023-07-13,Organic,3,5,0
37005,3013,2023-09-30,Paid,3,13,0
37006,5414,2023-05-18,Organic,7,134,0
37007,9244,2024-06-30,Social,3,581,0
37008,8553,2023-11-22,Email,5,28,1
37009,5391,2023-06-26,Email,1,241,0
37010,5714,2024-09-27,Social,4,157,0
37011,10222,2024-06-12,Paid,2,16,0
37012,2961,2023-05-29,Social,5,138,0
37013,7575,2024-07-18,Social,8,1,0
37014,8579,2023-07-05,Social,2,507,1
37015,5689,2023-08-29,Organic,1,173,0
37016,1293,2024-06-21,Email,7,86,0
37017,5809,2023-10-20,Email,9,362,0
37018,9977,2024-07-22,Social,5,321,0
37019,11896,2023-03-08,Social,5,23,0
37020,3134,2024-11-11,Email,7,62,0
37021,4259,2024-03-03,Email,5,163,1
37022,4054,2024-08-02,Email,4,208,0
37023,3242,2023-08-22,Paid,4,245,0
37024,11361,2024-10-21,Organic,11,399,0
37025,1092,2023-12-21,Organic,6,72,1
37026,4111,2024-05-07,Paid,6,173,0
37027,3837,2023-09-07,Paid,4,50,0
37028,4733,2023-07-19,Social,7,452,0
37029,4407,2024-06-21,Email,5,106,0
37030,9957,2024-08-03,Email,2,26,0
37031,828,2024-08-28,Organic,5,526,0
37032,3817,2023-07-21,Organic,7,557,0
37033,3213,2024-05-19,Organic,8,1571,0
37034,4606,2023-02-17,Organic,4,36,0
37035,6537,2024-01-22,Organic,3,93,0
37036,1908,2023-01-10,Email,4,59,1
37037,10823,2023-07-21,Social,6,191,0
37038,6621,2024-01-31,Social,3,269,0
37039,7568,2024-10-16,Email,8,491,0
37040,10755,2023-12-10,Paid,6,443,0
37041,24,2024-02-27,Social,3,258,0
37042,9828,2024-07-28,Email,3,178,0
37043,4275,2023-01-04,Social,5,94,1
37044,5881,2023-10-10,Email,8,1232,0
37045,3854,2024-04-27,Email,2,199,0
37046,11239,2023-07-04,Email,5,818,0
37047,401,2023-10-31,Organic,4,80,0
37048,5325,2023-12-04,Organic,2,72,0
37049,9088,2023-09-19,Organic,7,267,0
37050,5789,2024-05-06,Paid,8,45,0
37051,10912,2023-02-12,Paid,9,553,0
37052,10753,2024-07-06,Organic,6,247,1
37053,11123,2024-09-14,Email,7,21,0
37054,11008,2024-09-16,Organic,2,71,0
37055,6814,2024-07-29,Paid,3,109,1
37056,5438,2024-01-06,Organic,7,61,0
37057,8338,2024-05-10,Paid,3,1409,0
37058,6063,2024-03-05,Organic,8,338,0
37059,1143,2023-09-02,Email,5,42,0
37060,11661,2024-04-17,Organic,4,38,0
37061,5969,2024-11-28,Organic,6,59,0
37062,8881,2024-03-31,Email,5,153,1
37063,394,2023-08-19,Paid,4,637,0
37064,10696,2024-05-27,Email,2,304,0
37065,11427,2024-11-30,Social,6,521,1
37066,9718,2023-06-01,Email,3,127,0
37067,678,2024-09-23,Email,9,42,0
37068,374,2023-09-12,Social,3,149,0
37069,8055,2024-10-24,Paid,4,33,0
37070,4152,2024-03-04,Email,5,18,1
37071,265,2024-04-15,Email,8,201,0
37072,3704,2023-03-24,Paid,4,434,0
37073,10918,2023-12-29,Paid,6,153,1
37074,10902,2023-12-03,Social,6,139,0
37075,10099,2024-04-23,Organic,6,710,0
37076,7469,2023-02-23,Email,6,217,0
37077,10702,2024-04-20,Organic,9,28,0
37078,9655,2024-11-22,Paid,3,331,0
37079,11432,2024-01-26,Email,3,421,0
37080,6185,2023-05-02,Paid,4,959,0
37081,10379,2024-01-29,Paid,5,64,0
37082,7015,2023-04-15,Organic,2,43,0
37083,6548,2024-02-06,Organic,8,357,0
37084,11209,2024-11-18,Social,9,177,0
37085,6100,2024-07-28,Social,2,5,0
37086,10833,2023-01-25,Paid,6,829,0
37087,3157,2023-03-29,Social,5,45,0
37088,11433,2024-01-18,Organic,2,452,0
37089,5297,2023-02-18,Social,3,469,0
37090,3340,2023-07-27,Organic,8,474,0
37091,10977,2023-01-08,Organic,6,65,0
37092,3526,2024-10-03,Organic,6,31,0
37093,4115,2023-02-26,Social,3,867,0
37094,504,2024-06-10,Organic,3,673,0
37095,1606,2023-02-04,Social,5,1007,0
37096,10063,2024-07-08,Email,4,42,0
37097,10304,2024-04-07,Email,7,36,0
37098,1989,2024-01-10,Paid,4,274,0
37099,9905,2024-09-18,Email,9,994,0
37100,9800,2023-10-11,Email,2,177,0
37101,5301,2024-04-21,Social,3,69,0
37102,810,2023-06-21,Organic,8,13,0
