order_id,customer_id,order_date,order_status,discount_amount,shipping_fee
17433,11405,2024-09-29,Completed,89.83,102.43
17434,4941,2023-05-28,Completed,-65.22,139.18
17435,6329,2023-05-30,Completed,213.57,36.44
17436,10012,2023-09-14,Completed,97.03,158.35
17437,1550,2024-11-15,Completed,563.78,178.09
17438,630,2023-10-25,Completed,481.98,164.29
17439,1682,2024-07-16,Completed,114.09,136.46
17440,1631,2024-05-10,Completed,71.79,12.27
17441,9636,2023-09-16,Completed,611.22,169.9
17442,5471,2023-09-08,Completed,385.95,1.91
17443,4644,2024-10-30,Returned,337.7,197.29
17444,7563,2023-10-31,Completed,-75.35,186.96
17445,8166,2024-08-29,Completed,52.85,11.73
17446,8365,2023-06-20,Completed,552.17,35.02
17447,10890,2024-04-21,Completed,-113.8,2.31
17448,9388,2024-09-04,Completed,216.14,6.09
17449,3754,2023-12-22,Completed,269.05,120.49
17450,11446,2024-08-06,Completed,261.65,174.46
17451,6367,2023-02-03,Completed,540.22,27.61
17452,9367,2023-07-06,Completed,654.13,19.68
17453,4727,2023-09-20,Completed,485.56,158.16
17454,9010,2024-11-01,Returned,579.29,111.21
17455,3526,2023-03-14,Completed,358.31,199.81
17456,2604,2024-06-18,Completed,220.79,55.31
17457,10730,2024-11-07,Completed,69.35,98.51
17458,1053,2024-06-27,Completed,348.95,156.49
17459,1374,2023-02-18,Cancelled,42.68,176.38
17460,4686,2023-03-27,Completed,74.97,166.39
17461,7116,2024-08-08,Returned,362.28,161.95
17462,9182,2024-07-11,Completed,390.65,100.21
17463,9904,2024-09-05,Completed,228.58,96.5
17464,3756,2024-10-26,Completed,-146.62,137.75
17465,988,2023-07-01,Completed,622.73,69.14
17466,3948,2023-05-29,Completed,465.2,183.42
17467,4505,2024-09-02,Completed,369.94,122.34
17468,10374,2023-12-02,Completed,475.22,118.58
17469,4428,2023-10-27,Completed,-51.66,110.54
17470,2015,2023-10-13,Completed,162.97,122.51
17471,5502,2023-01-10,Completed,574.87,17.22
17472,9312,2023-06-26,Completed,356.88,32.5
17473,2676,2023-08-30,Completed,148.36,0.83
17474,7114,2024-04-18,Returned,666.88,110.44
17475,5149,2023-11-18,Completed,343.04,57.23
17476,11916,2023-02-25,Completed,215.3,97.6
17477,4713,2023-04-12,Completed,554.25,53.53
17478,3651,2023-11-10,Completed,205.6,112.19
17479,7269,2024-01-30,Completed,80.91,47.33
17480,2889,2024-09-08,Completed,676.76,178.33
17481,508,2024-03-09,Completed,315.73,69.52
17482,743,2024-06-07,Completed,532.27,110.84
17483,10829,2024-03-08,Completed,231.47,125.7
17484,6656,2023-10-29,Returned,584.55,119.11
17485,2812,2024-04-26,Cancelled,619.64,23.23
17486,9788,2023-09-25,Completed,589.28,27.53
17487,5714,2023-11-03,Completed,608.73,41.62
17488,7648,2023-08-25,Completed,414.89,66.37
17489,10064,2024-10-27,Returned,-80.5,53.46
17490,5933,2024-06-23,Returned,85.76,90.27
17491,1207,2023-08-02,Cancelled,558.12,62.88
17492,9475,2023-06-16,Completed,-104.26,130.05
17493,10415,2024-05-29,Returned,-24.61,9.24
17494,8599,2024-08-06,Completed,383.14,89.17
17495,6099,2024-04-01,Completed,-35.76,74.17
17496,4382,2023-01-18,Completed,346.79,68.39
17497,8783,2024-07-28,Cancelled,267.74,144.91
17498,7553,2023-11-08,Completed,431.1,116.92
17499,9110,2024-05-14,Returned,5.99,127.63
17500,9563,2024-09-28,Completed,29.77,141.76
17501,11239,2024-05-10,Completed,397.91,189.37
17502,10511,2024-09-21,Completed,174.06,100.13
17503,10105,2023-03-22,Completed,166.13,147.92
17504,6448,2023-05-27,Completed,2.79,115.2
17505,4135,2024-03-14,Completed,407.19,26.54
17506,6780,2024-08-02,Completed,519.79,21.21
17507,9115,2023-02-21,Completed,438.18,37.12
17508,456,2023-12-08,Completed,-127.88,155.84
17509,8865,2024-03-01,Completed,126.76,33.99
17510,6558,2024-11-05,Completed,380.31,1.96
17511,5131,2023-01-15,Completed,142.08,161.67
17512,1444,2023-04-01,Completed,413.52,30.1
17513,318,2023-02-28,Completed,-76.03,141.58
17514,224,2024-09-25,Completed,135.59,169.49
17515,7315,2024-06-16,Completed,69.36,13.05
17516,1344,2024-09-30,Returned,667.63,131.23
17517,8970,2023-11-18,Completed,664.52,15.63
17518,4279,2024-10-12,Completed,-25.52,197.15
17519,5287,2024-07-14,Completed,136.36,2.31
17520,2522,2023-05-15,Completed,296.65,126.33
17521,6152,2023-08-08,Completed,-64.93,38.51
17522,11599,2024-08-30,Completed,455.04,160.4
17523,11985,2024-09-17,Returned,389.01,13.72
17524,6428,2023-06-28,Completed,530.45,0.66
17525,10882,2023-07-16,Completed,-66.47,139.82
17526,7428,2023-05-18,Completed,-95.95,87.63
17527,9473,2023-10-03,Completed,-83.72,158.9
17528,9061,2024-10-25,Completed,349.66,60.65
17529,9686,2023-05-21,Completed,39.16,111.47
17530,10130,2023-02-12,Completed,50.55,145.55
17531,6413,2023-05-30,Completed,581.77,165.59
17532,1624,2024-03-24,Completed,568.06,59.53
17533,8116,2023-07-15,Completed,445.5,99.31
17534,9990,2024-09-04,Completed,234.86,139.27
17535,5193,2023-01-12,Completed,-117.41,8.42
17536,10734,2023-09-15,Returned,542.01,69.42
17537,9710,2024-07-01,Completed,373.69,92.44
17538,10726,2024-07-15,Completed,650.34,14.64
17539,1841,2024-04-18,Completed,-41.73,105.04
17540,782,2023-07-25,Completed,424.63,4.06
17541,859,2023-04-03,Completed,-47.81,30.63
17542,9311,2023-11-30,Completed,647.2,159.5
17543,2633,2024-08-21,Completed,409.33,115.09
17544,6749,2024-01-29,Completed,239.91,177.78
17545,6771,2023-05-19,Completed,690.59,71.86
17546,4814,2023-09-25,Completed,5.67,22.71
17547,10922,2023-04-16,Completed,615.39,191.95
17548,6910,2023-03-09,Completed,252.94,105.4
17549,6755,2024-06-20,Completed,628.16,2.49
17550,7591,2023-05-01,Cancelled,607.05,60.24
17551,3516,2024-10-31,Returned,295.88,153.86
17552,8630,2023-04-15,Completed,-27.03,128.6
17553,820,2024-11-20,Completed,97.71,128.52
17554,11497,2023-08-25,Completed,656.12,111.07
17555,4366,2023-08-30,Completed,239.34,44.05
17556,10687,2024-05-31,Completed,588.22,156.71
17557,11169,2024-06-24,Returned,134.58,43.79
17558,8585,2024-07-16,Completed,477.8,16.36
17559,3941,2023-06-24,Completed,-94.81,164.62
17560,6822,2023-01-15,Completed,696.67,22.13
17561,6222,2024-04-06,Completed,-99.62,101.79
17562,4410,2024-08-19,Completed,180.44,45.71
17563,10282,2023-06-14,Completed,264.25,182.44
17564,8585,2024-04-25,Completed,241.33,47.12
17565,8993,2023-03-11,Completed,631.52,69.84
17566,4251,2023-05-03,Completed,95.31,104.67
17567,9815,2023-09-30,Completed,42.85,157.08
17568,11715,2024-07-19,Completed,-139.64,105.68
17569,1095,2024-05-01,Completed,658.74,144.9
17570,5409,2023-08-03,Completed,-30.02,134.9
17571,5722,2024-08-15,Completed,60.21,177.28
17572,6003,2024-07-07,Returned,11.74,85.87
17573,3033,2023-01-04,Completed,474.42,25.52
17574,9737,2024-05-12,Completed,256.3,127.77
17575,7189,2024-06-01,Completed,454.24,164.97
17576,3801,2023-05-21,Completed,195.03,91.77
17577,3424,2023-05-30,Completed,677.44,38.96
17578,6921,2023-11-01,Completed,488.56,69.23
17579,11343,2024-04-13,Completed,501.61,166.63
17580,2768,2024-03-31,Completed,671.35,166.38
17581,5889,2024-11-20,Completed,414.65,77.29
17582,8939,2024-06-23,Completed,325.15,111.93
17583,11660,2024-01-19,Completed,-98.92,147.75
17584,4865,2024-07-01,Completed,-54.61,186.67
17585,2651,2024-04-29,Completed,-143.05,62.39
17586,3838,2023-09-10,Returned,406.3,170.31
17587,1867,2024-11-16,Completed,24.1,114.83
17588,4242,2024-10-10,Completed,650.68,20.47
17589,2963,2024-06-06,Completed,540.51,84.55
17590,6520,2024-10-15,Completed,697.54,171.22
17591,8496,2023-02-06,Completed,691.01,109.35
17592,9011,2024-10-22,Completed,458.8,195.23
17593,447,2024-08-06,Completed,-47.43,23.0
17594,11448,2024-07-11,Completed,201.97,173.13
17595,1157,2023-05-16,Completed,-96.56,106.45
17596,367,2023-10-04,Completed,-122.11,0.17
17597,104,2023-06-03,Returned,668.48,167.18
17598,3828,2023-10-20,Completed,639.82,96.36
17599,5855,2024-03-16,Completed,69.69,110.39
17600,2673,2023-08-16,Completed,317.35,152.07
17601,2412,2024-03-10,Cancelled,562.14,193.51
17602,11437,2023-01-30,Completed,339.03,14.47
17603,10408,2024-05-15,Completed,22.65,195.28
17604,1156,2023-07-13,Completed,-41.69,35.32
17605,7765,2024-06-19,Completed,450.45,76.73
17606,6682,2023-05-27,Completed,297.03,79.57
17607,11360,2024-11-20,Completed,96.97,106.06
17608,10116,2023-01-08,Completed,525.72,120.2
17609,5660,2024-03-09,Completed,225.25,113.75
17610,11760,2024-07-15,Completed,543.54,181.64
17611,9923,2023-11-19,Completed,182.37,124.62
17612,2110,2024-10-06,Completed,-84.47,141.52
17613,6314,2024-08-20,Completed,388.08,99.42
17614,8090,2023-11-26,Completed,158.47,81.8
17615,11040,2024-07-30,Completed,110.8,56.42
17616,209,2024-01-25,Completed,619.89,182.55
17617,2401,2023-10-08,Cancelled,417.63,132.32
17618,3354,2024-02-07,Cancelled,464.48,152.11
17619,5284,2024-05-06,Completed,27.03,2.26
17620,2534,2024-10-03,Completed,-73.82,184.5
17621,3741,2023-02-26,Completed,498.44,112.62
17622,9668,2024-01-11,Completed,683.74,36.91
17623,4811,2024-05-21,Completed,684.36,149.63
17624,7625,2024-07-23,Completed,81.38,187.39
17625,6408,2023-07-01,Completed,-17.88,107.09
17626,7262,2023-11-27,Completed,85.36,129.82
17627,808,2023-07-11,Completed,407.44,0.91
17628,1924,2023-05-21,Cancelled,238.27,54.79
17629,2671,2024-06-04,Completed,108.32,33.08
17630,6244,2023-11-17,Completed,-57.3,163.27
17631,2527,2023-06-23,Cancelled,157.16,172.67
17632,71,2024-11-01,Completed,166.02,96.58
17633,9093,2023-11-16,Completed,686.92,139.9
17634,2459,2023-03-20,Completed,632.72,198.1
17635,6636,2024-06-17,Completed,418.19,1.76
17636,6566,2023-08-16,Completed,-66.25,58.98
17637,2285,2024-03-18,Completed,662.24,157.72
17638,9145,2023-11-17,Completed,233.13,17.0
17639,9534,2024-03-13,Completed,332.67,182.04
17640,8306,2023-05-20,Completed,81.97,27.91
17641,5366,2023-06-22,Completed,526.1,28.1
17642,11771,2024-11-02,Completed,490.63,31.17
17643,10484,2023-01-03,Completed,-119.24,100.14
17644,699,2023-02-11,Completed,221.49,35.37
17645,6296,2024-10-11,Returned,655.26,43.14
17646,2104,2023-10-15,Completed,380.15,60.66
17647,5319,2024-04-29,Completed,47.51,86.07
17648,4525,2024-07-22,Cancelled,495.14,146.63
17649,6666,2024-04-15,Completed,422.04,113.15
17650,5679,2023-10-01,Completed,218.73,51.1
17651,5214,2023-06-09,Completed,456.75,94.58
17652,10073,2023-10-22,Completed,18.0,58.03
17653,860,2023-04-21,Completed,654.21,120.01
17654,688,2023-12-03,Completed,-32.04,136.65
17655,10976,2024-07-26,Completed,600.29,185.23
17656,4836,2023-06-09,Completed,-62.57,171.4
17657,9345,2023-07-30,Completed,280.28,70.09
17658,10111,2024-05-29,Completed,81.7,118.57
17659,800,2023-02-06,Completed,-112.14,155.92
17660,5667,2023-05-30,Returned,697.42,95.36
17661,10802,2024-11-30,Completed,578.38,157.97
17662,6261,2023-03-20,Completed,379.22,16.17
17663,6041,2023-01-29,Completed,111.61,80.12
17664,3970,2023-01-10,Completed,123.07,182.1
17665,2642,2024-09-14,Completed,-68.52,150.84
17666,774,2023-08-27,Completed,379.55,84.32
17667,4054,2024-05-12,Completed,670.19,99.4
17668,8242,2023-11-18,Completed,126.02,51.85
17669,6067,2023-02-03,Completed,527.81,178.43
17670,2900,2023-03-16,Completed,402.28,133.63
17671,5663,2023-07-31,Completed,-131.22,58.88
17672,10518,2023-02-03,Completed,370.06,190.43
17673,5424,2023-09-15,Completed,298.69,31.79
17674,8098,2024-01-15,Completed,52.89,43.9
17675,11977,2024-08-21,Completed,379.04,7.47
17676,3752,2023-12-14,Completed,268.46,128.84
17677,636,2024-04-23,Cancelled,188.85,180.13
17678,6184,2023-11-10,Completed,-49.91,105.51
17679,1556,2023-12-18,Completed,426.01,69.18
17680,3463,2023-10-15,Completed,467.4,137.8
17681,4647,2023-05-20,Completed,570.24,32.46
17682,8046,2023-11-23,Completed,622.02,28.79
17683,4543,2024-02-25,Completed,-55.9,120.79
17684,11071,2023-11-09,Completed,290.77,46.25
17685,2903,2023-11-26,Completed,88.41,78.04
17686,3403,2023-12-06,Completed,501.92,63.19
17687,5576,2024-07-20,Completed,549.39,21.66
17688,3744,2023-02-25,Completed,495.01,164.85
17689,7585,2024-01-08,Completed,-117.67,166.49
17690,7840,2023-06-14,Completed,262.36,44.21
17691,783,2024-02-01,Completed,-67.15,116.17
17692,2964,2024-08-13,Completed,588.27,176.2
17693,7756,2024-07-07,Completed,-57.35,164.2
17694,3389,2024-01-21,Completed,609.57,117.25
17695,11900,2024-05-16,Completed,539.34,47.77
17696,9022,2024-11-14,Completed,-89.58,31.32
17697,5878,2024-03-20,Completed,550.4,180.56
17698,8030,2023-01-17,Completed,-96.75,91.97
17699,2350,2024-11-07,Returned,325.7,179.29
17700,6073,2024-08-06,Completed,-108.52,171.72
17701,2201,2024-06-30,Completed,501.66,78.75
17702,4953,2023-12-24,Completed,524.02,137.92
17703,8909,2023-07-10,Completed,636.81,159.62
17704,7070,2023-01-11,Completed,238.9,115.91
17705,11779,2024-11-16,Completed,227.17,107.14
17706,1100,2024-02-01,Completed,577.83,132.11
17707,66,2023-12-19,Completed,102.18,102.35
17708,579,2023-10-17,Completed,539.25,57.25
17709,8608,2023-07-22,Completed,409.74,39.45
17710,10074,2024-10-18,Completed,115.29,56.19
17711,6611,2023-11-28,Completed,401.4,179.5
17712,6985,2024-08-13,Completed,13.66,25.93
17713,11032,2024-01-01,Completed,123.12,192.02
17714,5340,2024-04-03,Completed,364.34,164.33
17715,4116,2024-04-19,Completed,610.7,134.87
17716,6510,2024-11-01,Completed,-133.17,171.97
17717,4750,2024-04-06,Completed,227.6,92.49
17718,3802,2024-07-01,Completed,173.41,36.46
17719,1724,2023-07-11,Completed,507.57,56.93
17720,5483,2024-09-05,Completed,429.21,42.48
17721,355,2024-10-19,Completed,73.76,82.57
17722,6396,2023-12-05,Completed,664.67,72.79
17723,8729,2024-11-27,Returned,26.89,14.86
17724,11825,2024-02-26,Completed,119.94,65.18
17725,7650,2023-06-16,Completed,95.26,53.96
17726,3186,2024-07-21,Returned,287.81,134.3
17727,10012,2023-04-04,Completed,115.21,199.26
17728,8476,2023-12-02,Completed,-70.87,190.4
17729,4513,2024-11-18,Completed,145.64,68.54
17730,8586,2024-01-27,Completed,169.42,158.16
17731,26,2023-12-11,Completed,55.6,135.5
17732,9181,2023-04-30,Completed,48.21,138.72
17733,10027,2023-03-12,Completed,661.19,130.84
17734,8734,2024-03-17,Returned,604.56,191.45
17735,2575,2024-01-14,Completed,-7.29,10.48
17736,8897,2024-03-05,Completed,211.22,92.33
17737,10917,2023-11-16,Completed,433.25,138.04
17738,6365,2024-05-23,Completed,230.04,99.36
17739,1603,2024-05-08,Completed,-0.93,116.5
17740,4794,2023-11-24,Completed,539.55,60.86
17741,11214,2023-07-25,Completed,243.35,135.74
17742,8338,2023-05-14,Completed,491.86,153.46
17743,1447,2023-06-14,Completed,586.81,12.56
17744,9549,2023-09-01,Completed,440.19,191.94
17745,6247,2024-03-05,Completed,-12.88,53.27
17746,10051,2023-05-25,Completed,52.65,118.14
17747,10339,2023-05-08,Returned,616.49,5.3
17748,10838,2023-04-23,Completed,537.3,0.64
17749,10599,2024-06-30,Completed,32.31,97.63
17750,10003,2023-01-20,Completed,515.58,198.92
17751,2268,2024-03-08,Returned,588.39,134.17
17752,5437,2024-01-26,Completed,581.72,21.02
17753,8417,2023-02-26,Completed,643.68,87.49
17754,1197,2024-09-21,Completed,388.04,19.96
17755,10472,2024-06-02,Completed,331.8,17.25
17756,4048,2024-02-15,Completed,80.76,36.31
17757,2590,2024-01-17,Completed,-15.18,126.03
17758,289,2024-09-07,Returned,488.88,26.52
17759,2811,2023-10-08,Completed,529.34,138.74
17760,3330,2023-07-01,Completed,545.97,187.13
17761,7207,2024-11-28,Completed,-130.77,108.03
17762,277,2024-06-18,Returned,358.25,163.05
17763,11537,2023-03-26,Returned,208.68,139.8
17764,1302,2023-10-12,Completed,13.95,142.67
17765,9224,2024-02-01,Completed,570.98,171.33
17766,7650,2024-06-22,Completed,264.86,105.47
17767,6271,2024-01-24,Completed,101.45,174.07
17768,7085,2023-12-25,Completed,266.49,111.66
17769,76,2024-03-17,Returned,685.8,98.95
17770,1269,2024-01-21,Completed,264.22,164.78
17771,2415,2024-08-06,Completed,38.31,158.72
17772,11444,2023-01-17,Completed,175.8,183.04
17773,11342,2024-04-08,Completed,532.6,9.09
17774,3710,2024-06-20,Completed,-61.38,195.2
17775,7007,2023-09-26,Completed,-39.11,6.86
17776,1553,2024-01-03,Completed,458.38,191.2
17777,10039,2024-06-14,Completed,227.43,8.9
17778,7067,2024-05-07,Completed,551.94,138.18
17779,11463,2024-06-05,Completed,527.5,93.87
17780,3717,2024-03-07,Returned,204.42,142.93
17781,6255,2023-09-05,Completed,-59.9,65.69
17782,6484,2023-02-28,Returned,-33.48,108.49
17783,3762,2023-07-21,Returned,373.74,31.39
17784,10604,2024-09-05,Completed,638.96,155.76
17785,1043,2023-03-12,Completed,681.13,94.48
17786,3484,2023-08-18,Completed,-134.12,191.79
17787,1306,2024-09-16,Completed,155.41,161.91
17788,8838,2024-06-17,Completed,475.42,147.98
17789,1046,2024-02-18,Completed,457.68,147.33
17790,7465,2024-08-03,Completed,531.94,54.96
17791,3993,2023-05-19,Completed,591.46,95.57
17792,5966,2024-03-25,Completed,599.74,180.29
17793,3625,2024-08-21,Completed,-37.22,186.63
17794,10221,2023-10-25,Completed,334.68,66.2
17795,1648,2024-08-19,Returned,408.73,136.18
17796,3087,2023-11-05,Completed,-129.66,135.47
17797,1558,2024-01-13,Completed,343.39,116.6
17798,10595,2024-01-01,Completed,460.91,20.22
17799,10765,2023-02-06,Returned,-127.12,199.63
17800,5020,2023-05-18,Completed,551.3,159.1
17801,5986,2023-01-24,Completed,559.25,79.54
17802,1278,2024-07-08,Completed,113.24,52.07
17803,5671,2023-10-10,Completed,47.92,31.7
17804,7749,2024-05-01,Completed,267.79,78.84
17805,6459,2024-04-29,Completed,330.38,89.55
17806,4640,2024-02-04,Completed,-37.39,62.24
17807,9626,2023-02-03,Completed,8.43,127.91
17808,2037,2023-01-08,Completed,359.22,72.5
17809,5727,2023-01-20,Completed,435.94,111.36
17810,5551,2024-01-11,Returned,-27.7,173.85
17811,296,2024-02-23,Completed,396.98,93.81
17812,8912,2023-07-28,Completed,662.5,65.54
17813,6554,2024-09-06,Completed,30.03,113.11
17814,2437,2024-10-03,Returned,584.29,118.2
17815,3680,2023-02-09,Completed,291.77,177.65
17816,8776,2024-04-21,Completed,698.15,113.6
17817,10952,2024-06-17,Completed,-75.46,110.18
17818,5000,2024-04-15,Completed,675.04,67.13
17819,2,2023-12-28,Completed,658.88,6.47
17820,3154,2024-04-22,Completed,303.97,151.88
17821,7335,2024-07-05,Completed,550.02,43.65
17822,5113,2024-11-26,Completed,28.87,151.13
17823,7057,2024-04-02,Completed,244.17,10.81
17824,175,2023-05-08,Completed,627.69,102.75
17825,2091,2024-11-04,Completed,3.67,7.67
17826,6149,2024-02-15,Completed,326.41,22.24
17827,6309,2023-07-02,Completed,-41.09,107.56
17828,213,2024-02-09,Completed,-95.14,197.6
17829,842,2023-01-23,Completed,234.62,27.46
17830,6301,2023-09-26,Cancelled,197.12,28.43
17831,7991,2023-07-19,Completed,627.63,54.14
17832,4444,2023-02-17,Completed,324.9,46.26
17833,1295,2023-10-21,Completed,474.44,82.23
17834,7840,2024-05-18,Completed,637.81,57.78
17835,11805,2023-04-30,Completed,-34.75,155.15
17836,4099,2023-11-28,Cancelled,420.13,46.89
17837,2657,2023-06-16,Completed,385.94,39.79
17838,1669,2023-08-12,Returned,568.35,121.81
17839,9882,2023-06-07,Completed,95.99,44.29
17840,2093,2024-10-01,Returned,-13.92,68.89
17841,3933,2024-02-03,Completed,161.61,89.81
17842,11716,2024-05-04,Completed,258.74,139.46
17843,903,2023-09-07,Completed,665.71,108.85
17844,5738,2023-02-05,Completed,327.9,139.94
17845,11722,2024-08-24,Completed,286.85,32.7
17846,7532,2023-10-21,Completed,486.39,101.62
17847,11092,2024-05-29,Returned,544.88,99.3
17848,6331,2023-08-02,Completed,364.55,96.9
17849,5775,2023-01-30,Cancelled,240.24,43.84
17850,3037,2023-07-25,Completed,-45.7,184.17
17851,3599,2024-09-25,Completed,337.72,20.39
17852,11741,2024-07-08,Returned,618.48,50.87
17853,7536,2023-10-29,Completed,579.84,67.59
17854,7243,2023-08-19,Completed,137.49,181.04
17855,1497,2023-04-17,Completed,285.18,106.86
17856,10288,2024-09-28,Completed,107.79,133.04
17857,3706,2023-04-17,Returned,255.76,81.65
17858,8803,2023-12-25,Returned,557.25,97.52
17859,2495,2024-08-29,Completed,678.51,179.15
17860,6042,2023-04-06,Completed,255.46,191.67
17861,3099,2023-05-13,Completed,483.87,96.86
17862,860,2023-02-02,Completed,485.4,136.19
17863,9615,2023-05-22,Completed,330.11,179.69
17864,112,2023-10-26,Completed,682.81,171.75
17865,1565,2023-05-17,Returned,-30.59,170.63
17866,2656,2024-11-11,Completed,85.02,196.58
17867,5028,2024-06-22,Completed,356.14,169.64
17868,5847,2023-07-15,Completed,579.56,155.54
17869,787,2023-10-18,Cancelled,479.56,79.85
17870,3968,2024-05-31,Completed,519.05,43.38
17871,499,2023-10-15,Completed,331.02,180.38
17872,8731,2023-05-07,Completed,606.76,75.13
17873,5103,2024-04-03,Completed,516.86,47.23
17874,6164,2023-06-10,Completed,483.82,20.93
17875,5083,2023-02-21,Completed,431.36,37.11
17876,6489,2024-09-03,Completed,685.74,170.36
17877,3333,2023-12-12,Completed,428.65,144.23
17878,3832,2023-09-24,Completed,107.04,70.92
17879,6161,2024-01-05,Returned,-131.75,177.85
17880,11986,2023-08-17,Returned,194.89,150.03
17881,5631,2023-03-27,Returned,590.67,64.25
17882,9650,2024-06-25,Completed,-40.87,40.15
17883,9362,2023-08-08,Completed,246.07,50.96
17884,927,2024-04-18,Completed,621.25,64.03
17885,3839,2023-05-23,Completed,-35.27,14.38
17886,10867,2024-08-06,Returned,160.25,119.47
17887,5010,2023-03-11,Completed,609.13,173.54
17888,133,2023-04-15,Cancelled,30.39,73.7
17889,5721,2023-06-04,Completed,533.83,113.48
17890,1336,2023-09-11,Completed,159.12,43.59
17891,8881,2023-04-19,Completed,-128.04,178.64
17892,3381,2024-10-17,Completed,412.24,49.91
17893,1120,2024-02-15,Completed,287.58,90.36
17894,632,2023-08-28,Returned,611.09,176.79
17895,11673,2023-11-07,Completed,696.1,11.71
17896,3504,2023-07-28,Completed,258.61,92.59
17897,8390,2024-11-16,Completed,434.96,198.0
17898,3103,2023-05-09,Completed,572.63,99.34
17899,11929,2024-03-27,Completed,-24.37,44.89
17900,2106,2024-09-12,Completed,667.09,86.96
17901,10260,2023-05-02,Returned,451.2,99.28
17902,7643,2023-02-05,Completed,626.71,76.45
17903,7022,2024-01-18,Completed,112.65,98.43
17904,208,2024-05-28,Completed,461.29,104.22
17905,2597,2024-03-15,Returned,-71.02,188.37
17906,7454,2023-10-19,Completed,525.18,158.75
17907,3767,2024-05-30,Completed,617.69,108.33
17908,10511,2024-02-19,Completed,589.94,18.71
17909,8666,2023-09-19,Cancelled,395.05,114.71
17910,7004,2023-05-17,Completed,-18.64,186.58
17911,5789,2024-05-22,Completed,37.31,162.45
17912,813,2023-10-02,Completed,115.49,74.13
17913,2691,2023-01-04,Completed,590.41,57.89
17914,7696,2024-03-27,Completed,651.82,170.09
17915,1621,2023-03-25,Completed,584.32,129.75
17916,6910,2023-04-26,Completed,626.37,89.71
17917,11158,2023-08-10,Completed,-138.5,75.57
17918,4365,2024-02-14,Completed,-26.5,11.82
17919,7665,2024-01-16,Completed,140.9,51.21
17920,8751,2023-01-20,Completed,-100.64,188.21
17921,5023,2024-10-28,Returned,195.99,146.93
17922,11990,2023-08-04,Completed,-62.94,132.63
17923,1564,2024-01-23,Completed,18.36,81.56
17924,11055,2024-06-24,Completed,552.35,81.23
17925,3848,2023-10-10,Completed,346.7,175.84
17926,7015,2024-05-03,Completed,-83.35,22.63
17927,1414,2024-06-30,Completed,80.86,88.23
17928,9597,2024-09-23,Completed,-34.32,99.95
17929,4311,2023-11-23,Completed,336.19,29.56
17930,3553,2023-02-12,Completed,-41.59,98.5
17931,5636,2023-04-16,Completed,511.93,182.07
17932,208,2023-06-24,Completed,472.05,67.24
17933,9073,2024-09-01,Completed,369.35,88.37
17934,9779,2023-03-30,Completed,-74.4,30.08
17935,7547,2023-10-23,Completed,658.89,182.3
17936,9780,2024-05-17,Completed,49.69,103.53
17937,378,2024-06-24,Completed,-127.59,167.4
17938,5425,2023-01-25,Returned,519.69,148.84
17939,746,2024-01-18,Completed,-97.53,174.53
17940,10095,2023-05-02,Completed,501.22,42.22
17941,6941,2024-02-13,Returned,251.72,124.24
17942,11306,2023-08-18,Completed,-46.38,139.12
17943,11297,2024-01-01,Completed,174.8,20.56
17944,11044,2024-10-16,Completed,253.79,11.43
17945,9204,2024-03-14,Completed,683.43,125.03
17946,205,2023-08-22,Returned,407.71,197.11
17947,7213,2024-07-29,Completed,310.17,114.12
17948,4784,2023-01-20,Completed,437.17,63.0
17949,199,2023-11-08,Completed,500.58,152.06
17950,2670,2024-06-30,Completed,339.8,152.26
17951,6332,2024-02-17,Completed,99.25,23.06
17952,2365,2024-10-15,Returned,302.22,134.31
17953,6639,2024-06-20,Completed,48.33,22.32
17954,10033,2023-03-04,Completed,494.16,175.67
17955,4262,2023-12-27,Completed,187.72,109.42
17956,4358,2023-04-03,Completed,285.87,199.06
17957,1134,2023-12-20,Completed,668.9,63.74
17958,1186,2024-01-03,Completed,650.31,88.06
17959,9687,2024-01-09,Completed,385.91,54.3
17960,8349,2024-02-05,Completed,207.39,54.93
17961,207,2023-09-29,Completed,-81.24,141.58
17962,2443,2024-04-15,Completed,113.6,77.55
17963,11716,2023-07-07,Returned,70.31,4.48
17964,5617,2024-02-16,Completed,44.02,83.03
17965,1130,2023-08-11,Completed,128.77,147.11
17966,10974,2023-05-20,Completed,265.21,60.8
17967,7573,2024-06-18,Completed,246.43,120.08
17968,9619,2024-06-10,Returned,-95.34,85.89
17969,11071,2023-02-25,Completed,302.09,142.48
17970,2322,2023-08-20,Completed,142.48,46.15
17971,8115,2023-10-16,Completed,210.18,53.53
17972,9092,2024-08-30,Completed,-66.32,11.96
17973,9186,2023-07-29,Completed,210.44,132.83
17974,6887,2023-04-05,Completed,497.71,36.4
17975,8398,2023-07-03,Completed,353.14,24.4
17976,8679,2023-09-28,Completed,382.07,138.48
17977,2064,2024-10-11,Completed,120.73,6.94
17978,4386,2023-06-01,Completed,490.45,149.61
17979,11421,2024-07-01,Completed,-39.43,44.66
17980,1906,2023-05-01,Completed,289.3,46.94
17981,960,2023-07-21,Returned,198.99,24.71
17982,8168,2024-02-08,Completed,274.36,8.05
17983,1425,2023-11-14,Completed,613.28,58.6
17984,8652,2024-07-23,Completed,-137.97,101.89
17985,9836,2024-06-06,Completed,521.74,8.18
17986,2444,2023-09-30,Completed,-105.83,103.34
17987,5053,2023-09-17,Completed,130.63,8.48
